name,total,dates,charges,countries,gang,all_american
"Springfield, MO",848,01/20/25 - 05/20/26,"Assault, Burglary, Commercialized Sexual Offenses, Conservation, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Health / Safety, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","ALGERIA, BAHAMAS, BELIZE, BOLIVIA, BRAZIL, CAMBODIA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DEM REP OF THE CONGO, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, INDONESIA, IRAQ, JAMAICA, KAZAKHSTAN, KENYA, MEXICO, MOLDOVA, NICARAGUA, NIGERIA, PAKISTAN, PANAMA, PHILIPPINES, ROMANIA, RUSSIA, TURKIYE, UKRAINE, UNITED KINGDOM, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Portland, OR",835,01/24/25 - 05/20/26,"Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Extortion, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Sovereignty, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","AFGHANISTAN, AUSTRALIA, BELIZE, BHUTAN, BRAZIL, BURUNDI, CAMEROON, CANADA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, ESTONIA, ETHIOPIA, GUATEMALA, GUINEA, HAITI, HONDURAS, INDIA, INDONESIA, IRAN, ISRAEL, JAMAICA, JAPAN, JORDAN, KENYA, KYRGYZSTAN, LAOS, LEBANON, MEXICO, MICRONESIA, FEDERATED STATES OF, NICARAGUA, NIGERIA, PAKISTAN, PERU, PHILIPPINES, ROMANIA, RUSSIA, SAUDI ARABIA, SIERRA LEONE, SOUTH SUDAN, SUDAN, TANZANIA, TURKIYE, TURKMENISTAN, UKRAINE, UNITED STATES, USSR, UZBEKISTAN, VENEZUELA, VIETNAM, ZIMBABWE",✅,0
"Salt Lake City, UT",832,01/20/25 - 05/20/26,"Arson, Assault, Burglary, Conservation, Damage Property, Dangerous Drugs, Extortion, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Tax Revenue, Threat, Traffic Offenses, Weapon Offenses","AFGHANISTAN, ARGENTINA, BHUTAN, BOLIVIA, BRAZIL, CANADA, CENTRAL AFRICAN REPUBLIC, CHAD, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DEM REP OF THE CONGO, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, EQUATORIAL GUINEA, GUATEMALA, HAITI, HONDURAS, INDIA, IRAN, IRAQ, LAOS, MEXICO, NEW ZEALAND, NICARAGUA, NIGERIA, PARAGUAY, PERU, ROMANIA, RUSSIA, SIERRA LEONE, SOMALIA, SPAIN, SUDAN, THAILAND, TONGA, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Salisbury, MD",806,01/21/25 - 05/20/26,"Assault, Burglary, Commercialized Sexual Offenses, Conservation, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Tax Revenue, Traffic Offenses, Weapon Offenses","BANGLADESH, BELIZE, BRAZIL, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GERMANY, GUATEMALA, HAITI, HONDURAS, JAMAICA, KENYA, MEXICO, NICARAGUA, NIGER, PERU, SOUTH KOREA, SPAIN, SURINAME, TRINIDAD AND TOBAGO, TURKIYE, UNITED STATES, VENEZUELA",✅,0
"Jamaica, NY",806,01/28/25 - 05/16/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Tax Revenue, Threat, Traffic Offenses, Weapon Offenses","ALGERIA, ANTIGUA-BARBUDA, ARMENIA, BANGLADESH, BRAZIL, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, GEORGIA, GUATEMALA, GUYANA, HAITI, HONDURAS, INDIA, ISRAEL, JAMAICA, JORDAN, KAZAKHSTAN, KOREA, MEXICO, MOROCCO, NEPAL, NICARAGUA, PAKISTAN, PARAGUAY, PERU, ROMANIA, SENEGAL, SOUTH AFRICA, SPAIN, SRI LANKA, TRINIDAD AND TOBAGO, TURKIYE, UNITED KINGDOM, UNITED STATES, UZBEKISTAN, VENEZUELA",✅,0
"Raleigh, NC",802,01/23/25 - 05/20/26,"Arson, Assault, Bribery, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Smuggling, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","ALGERIA, BAHAMAS, BANGLADESH, BELIZE, BRAZIL, CAMEROON, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, DEM REP OF THE CONGO, DENMARK, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, FRANCE, GAMBIA, GREECE, GUATEMALA, HAITI, HONDURAS, INDIA, IRAN, JAMAICA, KENYA, MAURITANIA, MEXICO, MOROCCO, NICARAGUA, NIGERIA, PERU, ROMANIA, RUSSIA, SENEGAL, SOUTH AFRICA, SPAIN, SRI LANKA, TOGO, UNITED KINGDOM, UNITED STATES, UZBEKISTAN, VENEZUELA, VIETNAM, ZAMBIA, ZIMBABWE",✅,0
"San Juan, PR",791,01/24/25 - 05/20/26,"Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing the Police, Public Peace, Robbery, Threat, Traffic Offenses, Weapon Offenses","ARGENTINA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GEORGIA, GUATEMALA, HAITI, ISRAEL, MEXICO, PERU, ROMANIA, SENEGAL, SPAIN, UKRAINE, UNITED STATES, URUGUAY, VENEZUELA",✅,0
"Lawrenceville, GA",754,01/21/25 - 05/20/26,"Arson, Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Health / Safety, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","BURKINA FASO, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, FRANCE, GAMBIA, GHANA, GUATEMALA, GUINEA, HAITI, HONDURAS, INDIA, IRAQ, IVORY COAST, JAMAICA, LAOS, MEXICO, NICARAGUA, NIGERIA, PAKISTAN, PERU, ROMANIA, SOUTH KOREA, SPAIN, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"St. Paul, MN",698,01/26/25 - 05/19/26,"Arson, Assault, Burglary, Commercialized Sexual Offenses, Conservation, Damage Property, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Liquor, Obscenity, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","AFGHANISTAN, BELGIUM, BRAZIL, BURMA, CAMEROON, CANADA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DJIBOUTI, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, ETHIOPIA, FRANCE, GEORGIA, GERMANY, GUATEMALA, GUINEA, HAITI, HONDURAS, IRAN, LAOS, LIBERIA, MEXICO, MOLDOVA, NICARAGUA, NIGERIA, PAKISTAN, PHILIPPINES, PORTUGAL, RUSSIA, SERBIA, SIERRA LEONE, SOMALIA, SPAIN, ST. LUCIA, THAILAND, TURKIYE, UNITED KINGDOM, UNITED STATES, UZBEKISTAN, VENEZUELA, VIETNAM",✅,0
"Kansas City, MO",660,01/21/25 - 05/18/26,"Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Health / Safety, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","ALGERIA, BANGLADESH, BRAZIL, BURMA, CAMEROON, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, CUBA, DEM REP OF THE CONGO, ECUADOR, EL SALVADOR, ETHIOPIA, GAMBIA, GUATEMALA, HAITI, HONDURAS, INDIA, IRAN, IRAQ, ISRAEL, JAMAICA, JORDAN, KENYA, LAOS, LIBERIA, MEXICO, NICARAGUA, NIGERIA, PAKISTAN, PAPUA NEW GUINEA, PERU, ROMANIA, SAUDI ARABIA, SENEGAL, SOMALIA, ST. LUCIA, TRINIDAD AND TOBAGO, UNITED STATES, UZBEKISTAN, VENEZUELA, VIETNAM",✅,0
"Brooklyn, NY",648,01/22/25 - 05/18/26,"Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Extortion, Forgery, Fraudulent Activities, Gambling, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","ALGERIA, ARMENIA, AUSTRALIA, AZERBAIJAN, BANGLADESH, BELIZE, CANADA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, GEORGIA, GUATEMALA, GUINEA, GUYANA, HAITI, HONDURAS, HUNGARY, INDIA, ISRAEL, IVORY COAST, JAMAICA, KAZAKHSTAN, LEBANON, MAURITANIA, MEXICO, MOLDOVA, MONTENEGRO, MOROCCO, NICARAGUA, NIGERIA, PAKISTAN, PANAMA, PERU, POLAND, PORTUGAL, ROMANIA, RUSSIA, SAN MARINO, SAUDI ARABIA, SENEGAL, SPAIN, ST. LUCIA, TAJIKISTAN, TOGO, TRINIDAD AND TOBAGO, TUNISIA, TURKIYE, UKRAINE, UNITED KINGDOM, UNITED STATES, UZBEKISTAN, VENEZUELA, YEMEN",✅,0
"Deming, NM",642,02/03/25 - 03/31/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","BANGLADESH, BOLIVIA, BRAZIL, COLOMBIA, CUBA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, PAKISTAN, PERU, UNITED STATES, VENEZUELA",,0
"Las Cruces, NM",637,01/28/25 - 05/18/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Juvenile Offenders, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Smuggling, Stolen Vehicle, Traffic Offenses, Weapon Offenses","ARGENTINA, BOLIVIA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, PERU, UNITED STATES, UZBEKISTAN, VENEZUELA",✅,0
"Bronx, NY",630,01/24/25 - 05/20/26,"Arson, Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Health / Safety, Homicide, Immigration, Kidnapping, Larceny, Obscenity, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Traffic Offenses, Weapon Offenses","AFGHANISTAN, ALBANIA, BANGLADESH, BELIZE, BRAZIL, BURKINA FASO, CANADA, CHILE, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, GAMBIA, GEORGIA, GHANA, GUATEMALA, GUINEA, HONDURAS, IRAN, ISRAEL, ITALY, JAMAICA, MALI, MAURITANIA, MEXICO, NICARAGUA, NIGERIA, PAKISTAN, PANAMA, PERU, SENEGAL, SIERRA LEONE, SPAIN, ST. VINCENT-GRENADINES, TRINIDAD AND TOBAGO, TURKIYE, UKRAINE, UNITED STATES, VENEZUELA",✅,0
"Victorville, CA",622,01/21/25 - 05/19/26,"Arson, Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","AFGHANISTAN, ARMENIA, BELIZE, BRAZIL, CAMBODIA, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, INDIA, IRAQ, JAMAICA, LAOS, MEXICO, NIGERIA, PHILIPPINES, ROMANIA, RWANDA, SUDAN, THAILAND, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Martinsburg, WV",620,01/30/25 - 05/11/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Kidnapping, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","AFGHANISTAN, BELIZE, BOLIVIA, BRAZIL, CHILE, COLOMBIA, COSTA RICA, CUBA, DEM REP OF THE CONGO, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, GAMBIA, GEORGIA, GUATEMALA, GUYANA, HAITI, HONDURAS, INDIA, INDONESIA, JAMAICA, KYRGYZSTAN, MAURITANIA, MEXICO, NAMIBIA, NICARAGUA, NIGERIA, PERU, ROMANIA, RUSSIA, SOMALIA, UKRAINE, UNITED KINGDOM, UNITED STATES, UZBEKISTAN, VENEZUELA, YEMEN",✅,0
"Guaynabo, PR",609,01/22/25 - 05/20/26,"Arson, Assault, Burglary, Conservation, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Smuggling, Stolen Property, Traffic Offenses, Weapon Offenses","ARGENTINA, BRAZIL, BRITISH VIRGIN ISLANDS, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GRENADA, HAITI, HONDURAS, ITALY, MEXICO, NICARAGUA, NIGERIA, PERU, ROMANIA, RUSSIA, SOUTH AFRICA, SPAIN, ST. VINCENT-GRENADINES, UNITED STATES, UZBEKISTAN, VENEZUELA",✅,0
"Pittsburgh, PA",600,01/21/25 - 05/20/26,"Arson, Assault, Burglary, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","AFGHANISTAN, ANGOLA, AZERBAIJAN, BELARUS, BELIZE, BHUTAN, BRAZIL, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, EQUATORIAL GUINEA, GEORGIA, GHANA, GUATEMALA, GUINEA, HAITI, HONDURAS, HUNGARY, INDIA, IRAN, ISRAEL, JAMAICA, JORDAN, KAZAKHSTAN, KYRGYZSTAN, LAOS, LIBERIA, MALAYSIA, MAURITANIA, MEXICO, NICARAGUA, NIGERIA, PERU, RUSSIA, SAUDI ARABIA, TAJIKISTAN, TURKIYE, TURKMENISTAN, UGANDA, UNITED STATES, UZBEKISTAN, VENEZUELA, VIETNAM, ZAMBIA",✅,0
"Camarillo, CA",592,01/26/25 - 05/20/26,"Arson, Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Fraudulent Activities, General Crimes, Health / Safety, Homicide, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","AFGHANISTAN, ARMENIA, BANGLADESH, CANADA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, ECUADOR, EGYPT, EL SALVADOR, GERMANY, GUATEMALA, HONDURAS, INDIA, INDONESIA, IRAN, ISRAEL, ITALY, JORDAN, LAOS, MEXICO, MOROCCO, NICARAGUA, PANAMA, PERU, PHILIPPINES, ROMANIA, RUSSIA, SYRIA, TUNISIA, TURKIYE, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Kansas City, KS",568,01/21/25 - 05/19/26,"Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Kidnapping, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","BRAZIL, BURMA, COLOMBIA, CUBA, ECUADOR, EL SALVADOR, ERITREA, GUATEMALA, HONDURAS, ITALY, KENYA, LAOS, MEXICO, MICRONESIA, FEDERATED STATES OF, NICARAGUA, PAKISTAN, PERU, RWANDA, SPAIN, UNITED STATES, VENEZUELA",✅,0
"Boston, MA",553,01/27/25 - 05/19/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Extortion, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Obscenity, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Tax Revenue, Traffic Offenses, Weapon Offenses","ALGERIA, ANGOLA, BRAZIL, CAMBODIA, CANADA, CAPE VERDE, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, ERITREA, ETHIOPIA, GHANA, GRENADA, GUATEMALA, HAITI, HONDURAS, INDIA, ISRAEL, JAMAICA, KENYA, LAOS, LEBANON, MEXICO, MOROCCO, NICARAGUA, NIGER, PERU, ROMANIA, RUSSIA, SIERRA LEONE, SPAIN, ST. LUCIA, TURKIYE, UGANDA, UNITED KINGDOM, UNITED STATES, UZBEKISTAN, VENEZUELA, VIETNAM",✅,0
"Fort Snelling, MN",553,01/22/25 - 05/14/26,"Assault, Burglary, Conservation, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, Homicide, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Threat, Traffic Offenses, Weapon Offenses","BOLIVIA, BOSNIA-HERZEGOVINA, BRAZIL, BURMA, CAMEROON, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, ETHIOPIA, GUATEMALA, GUINEA, GUYANA, HAITI, HONDURAS, INDIA, INDONESIA, IVORY COAST, JAMAICA, JORDAN, KENYA, LAOS, LIBERIA, MEXICO, NICARAGUA, NIGERIA, PERU, PHILIPPINES, SENEGAL, SOMALIA, SUDAN, THAILAND, TOGO, UGANDA, UKRAINE, UNITED KINGDOM, UNITED STATES, UZBEKISTAN, VENEZUELA, VIETNAM",✅,0
"Santa Maria, CA",530,01/23/25 - 05/20/26,"Arson, Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Health / Safety, Homicide, Immigration, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","AFGHANISTAN, COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, IRAN, IRELAND, MEXICO, NICARAGUA, PERU, SYRIA, UNITED KINGDOM, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Nogales, AZ",524,01/30/25 - 05/15/26,"Arson, Assault, Dangerous Drugs, Family Offenses, Flight / Escape, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Sexual Assault, Smuggling, Stolen Property, Traffic Offenses, Weapon Offenses","CUBA, EL SALVADOR, GUATEMALA, ITALY, MEXICO, UNITED STATES, VENEZUELA",✅,0
"Saint Augustine, FL",517,01/23/25 - 05/16/26,"Arson, Assault, Burglary, Commercialized Sexual Offenses, Conservation, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Kidnapping, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sexual Assault, Traffic Offenses, Weapon Offenses","ALBANIA, BAHAMAS, BOLIVIA, BOSNIA-HERZEGOVINA, BRAZIL, CANADA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GEORGIA, GUATEMALA, HAITI, HONDURAS, INDIA, ITALY, IVORY COAST, JAMAICA, KENYA, MEXICO, MOLDOVA, NICARAGUA, PANAMA, PERU, RUSSIA, SPAIN, TURKIYE, UNITED STATES, VENEZUELA",✅,0
"Saint Louis, MO",516,01/26/25 - 05/20/26,"Assault, Burglary, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Health / Safety, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BELIZE, BENIN, BRAZIL, BURMA, BURUNDI, CAMEROON, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, GUINEA, HAITI, HONDURAS, INDIA, IRAQ, ISRAEL, JAMAICA, JORDAN, KENYA, LAOS, LIBYA, MAURITANIA, MEXICO, NICARAGUA, NIGERIA, PERU, ROMANIA, RUSSIA, SENEGAL, SIERRA LEONE, SPAIN, STATELESS, TURKIYE, UNITED STATES, USSR, UZBEKISTAN, VENEZUELA, VIETNAM",✅,0
"Gretna, LA",511,01/24/25 - 05/20/26,"Assault, Burglary, Commercialized Sexual Offenses, Conservation, Damage Property, Dangerous Drugs, Extortion, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Invasion of Privacy, Kidnapping, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Smuggling, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","BELIZE, BOLIVIA, BRAZIL, CANADA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, CUBA, DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, INDIA, ISRAEL, JAMAICA, MAURITANIA, MEXICO, NICARAGUA, PAKISTAN, PERU, SENEGAL, SPAIN, UNITED STATES, USSR, VENEZUELA, VIETNAM",✅,0
